UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,Percent of American Indian or Alaska Native Undergraduates,Percent of Two or More Races Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Undergraduates Race-Ethnicity Unknown,Percent of Nonresident Undergraduates,Percent of Bachelor Degrees American Indian or Alaska Native Men,Percent of Bachelor Degrees American Indian or Alaska Native Total,Percent of Bachelor Degrees American Indian or Alaska Native Women,Percent of Bachelor Degrees Asian Men,Percent of Bachelor Degrees Asian Total,Percent of Bachelor Degrees Asian Women,Percent of Bachelor Degrees Black or African American Men,Percent of Bachelor Degrees Black or African American Total,Percent of Bachelor Degrees Black or African American Women,Percent of Bachelor Degrees Latino Men,Percent of Bachelor Degrees Latino Total,Percent of Bachelor Degrees Latina Women,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Men,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Total,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Women,Percent of Bachelor Degrees Women,Percent of Bachelor Degrees Men,Percent of Bachelor Degrees White Total,Percent of Bachelor Degrees White Men,Percent of Bachelor Degrees White Women,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Median Earnings of Students Working and Not Enrolled 10 Years After Entry,Median Debt for Dependent Students,Median Debt for Independent Students,Percent of Part-Time Undergraduates,"Average In-State Tuition for First-Time, Full-Time Undergraduates","Out-of-State Average Tuition for First-Time, Full-Time Undergraduates","Average Amount of Loans Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates",Number of Undergraduates Enrolled
456825,0.0,0.0,1.0,45.0,0.0,0.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9833.0,16250.0,0.0089,,,8789.0,6313.0,,118.0
457192,0.0,0.0,0.0,97.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9800.0,11607.0,0.0,,,8615.0,6003.0,,29.0
457271,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457332,0.0,0.0,2.0,2.0,18.0,0.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.1364,,,6071.0,5038.0,,49.0
457341,0.0,3.0,2.0,6.0,16.0,5.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9833.0,11524.0,0.0127,,,8560.0,5500.0,,176.0
457439,0.0,7.0,0.0,28.0,18.0,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7667.0,13000.0,0.4583,,,6663.0,4823.0,,25.0
457572,0.0,1.0,1.0,8.0,2.0,0.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8311.0,7389.0,0.0,,,6290.0,4526.0,1000.0,124.0
458007,0.0,0.0,0.0,4.0,2.0,0.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5125.0,9500.0,0.3472,,,5058.0,3353.0,2315.0,25.0
458441,0.0,3.0,0.0,83.0,1.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9225.0,10317.0,0.0186,,,9391.0,5544.0,,327.0
458867,1.0,1.0,1.0,76.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7121.0,7389.0,0.2389,,,9297.0,4935.0,,125.0
459231,0.0,11.0,3.0,15.0,36.0,1.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,10555.0,12722.0,0.0,,,9585.0,4462.0,,228.0
459426,1.0,7.0,3.0,12.0,7.0,0.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6647.0,7914.0,0.0,,,5731.0,4130.0,,177.0
459532,0.0,0.0,0.0,0.0,99.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6543.0,7430.0,0.0,,,4791.0,3964.0,,2.0
460020,0.0,2.0,0.0,77.0,2.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7600.0,9500.0,0.0018,14054.0,14054.0,8297.0,5743.0,618.0,438.0
460172,0.0,3.0,1.0,8.0,68.0,1.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9225.0,10317.0,0.0076,,,7420.0,4640.0,,640.0
460349,1.0,1.0,2.0,26.0,13.0,0.0,47.0,4.0,2.0,0.0,0.0,0.0,0.003876,0.027132,0.023256,0.054264,0.186047,0.131783,0.023256,0.085271,0.062016,0.0,0.0,0.0,0.682171,0.317829,0.612403,0.213178,0.399225,0.003876,0.015504,0.0,0.0,0.023256,0.569767,47921.5,16000.0,13989.0,0.6811,13365.0,13365.0,9500.0,5533.0,667.0,500.0
460385,0.0,0.0,0.0,2.0,0.0,0.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,12000.0,18417.0,0.0,15870.0,15870.0,10021.0,3548.0,,41.0
460394,0.0,3.0,5.0,10.0,68.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,3500.0,9500.0,0.7799,1380.0,10080.0,6563.0,5566.0,,1375.0
460534,1.0,0.0,1.0,4.0,89.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5344.0,6333.0,0.0,,,3591.0,2914.0,9583.0,393.0
460677,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.1561,6980.0,6980.0,,5978.0,154.0,309.0
460969,0.0,0.0,0.0,3.0,93.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,6950.0,0.0,,,7375.0,5442.0,,238.0
460978,1.0,7.0,2.0,48.0,22.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,7843.0,0.508,,,6629.0,4281.0,2481.0,138.0
461342,0.0,0.0,1.0,1.0,9.0,1.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7667.0,7929.0,0.3459,,,8956.0,5357.0,,95.0
461412,0.0,5.0,8.0,50.0,7.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3666.0,6333.0,1.0,,,,,,
461625,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,,4531.0,,21.0
461643,0.0,15.0,0.0,0.0,15.0,0.0,70.0,8.0,0.0,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.0,0.083333,0.166667,0.083333,0.0,0.0,0.0,0.833333,0.166667,0.666667,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,36041.0,,,0.0,9375.0,9375.0,,,,20.0
461713,0.0,0.0,0.0,4.0,81.0,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3666.0,6333.0,0.7213,,,5800.0,2489.0,250.0,19.0
461908,0.0,1.0,1.0,32.0,26.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,10194.0,9500.0,0.0323,,,7188.0,4003.0,,106.0
462071,4.0,11.0,0.0,5.0,10.0,1.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5511.0,9500.0,0.0217,,,7547.0,5851.0,,145.0
466930,0.0,2.0,17.0,38.0,25.0,0.0,17.0,,,0.0,0.008065,0.008065,0.048387,0.197581,0.149194,0.03629,0.350806,0.314516,0.016129,0.197581,0.181452,0.0,0.0,0.0,0.875,0.125,0.189516,0.020161,0.169355,0.0,0.0,0.0,0.0,1.0,0.0,47921.5,21725.0,16446.0,0.733,19236.0,19236.0,6833.0,5841.0,,496.0
467872,0.0,2.0,1.0,33.0,6.0,0.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9093.0,9878.0,0.2967,,,8351.0,5061.0,100.0,175.0
469911,0.0,0.0,0.0,43.0,0.0,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,8312.0,0.0,,,6869.0,4392.0,,54.0
470296,0.0,0.0,0.0,5.0,79.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,6934.0,0.0,,,6123.0,5888.0,,19.0
475422,0.0,0.0,2.0,28.0,2.0,0.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,9500.0,0.713,10900.0,10900.0,,,,33.0
475635,0.0,0.0,0.0,45.0,20.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47921.5,,,0.7143,23220.0,23220.0,,,,4.0
475839,0.0,6.0,2.0,17.0,9.0,1.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7175.0,10940.0,0.6103,12240.0,12240.0,7437.0,6920.0,,116.0
476489,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3500.0,3500.0,0.0,,,2661.0,4771.0,,78.0
476568,0.0,0.0,21.0,71.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,10036.0,9500.0,0.0,,,5262.0,5605.0,,14.0
476595,0.0,0.0,9.0,3.0,85.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.1392,,,7582.0,5521.0,,78.0
476717,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0,11490.0,11490.0,,9307.0,624.0,576.0
476726,0.0,0.0,0.0,0.0,98.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7941.0,12359.0,0.0,,,5717.0,4032.0,369.0,610.0
476799,0.0,2.0,27.0,7.0,18.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8100.0,13084.0,0.0,,,8823.0,3904.0,,399.0
476850,0.0,10.0,3.0,5.0,28.0,0.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,7328.0,5327.0,,61.0
476869,1.0,0.0,0.0,3.0,24.0,0.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3667.0,6333.0,0.0,,,4043.0,4596.0,,119.0
476878,0.0,1.0,0.0,16.0,6.0,0.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3666.0,6333.0,0.8354,,,5174.0,3407.0,,12.0
477002,0.0,0.0,0.0,7.0,0.0,0.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0455,,,5224.0,6032.0,,55.0
478634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,17303.0,20000.0,0.0,,,,,,
479424,1.0,2.0,17.0,6.0,17.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8100.0,13084.0,0.0,,,7333.0,3721.0,,309.0
480028,1.0,6.0,4.0,19.0,31.0,1.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0196,,,7118.0,2528.0,,132.0
480198,3.0,3.0,6.0,20.0,18.0,2.0,46.0,1.0,0.0,0.0,0.010526,0.010526,0.010526,0.073684,0.063158,0.021053,0.168421,0.147368,0.031579,0.094737,0.063158,0.0,0.010526,0.010526,0.705263,0.294737,0.557895,0.2,0.357895,0.0,0.0,0.0,0.0,0.210526,0.442105,47921.5,18014.0,27083.0,0.7331,12480.0,12480.0,,,,161.0
480532,0.0,4.0,0.0,14.0,7.0,0.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,11986.0,5711.0,259.0,28.0
480851,0.0,4.0,0.0,18.0,73.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,8423.0,4952.0,,142.0
480930,0.0,3.0,2.0,30.0,17.0,0.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8389.0,13000.0,0.2867,,,9060.0,6045.0,3958.0,83.0
481030,,,,,,,,0.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481085,1.0,0.0,7.0,74.0,9.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,2750.0,9500.0,0.0,,,,,,137.0
481207,0.0,0.0,4.0,25.0,14.0,0.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6800.0,11473.0,0.0,14400.0,14400.0,7553.0,5428.0,,125.0
481243,0.0,2.0,1.0,11.0,30.0,0.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3666.0,5606.0,0.7291,,,7941.0,5298.0,,104.0
481252,0.0,0.0,0.0,85.0,8.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,,,0.0,,,6310.0,5354.0,3574.0,60.0
481289,1.0,3.0,20.0,7.0,21.0,28.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,10101.0,16932.0,0.0,,,7167.0,2486.0,,76.0
481429,0.0,0.0,6.0,80.0,10.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,5450.0,3724.0,,158.0
481438,0.0,0.0,0.0,0.0,0.0,0.0,96.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0,12500.0,12500.0,,5202.0,646.0,69.0
481720,0.0,0.0,3.0,55.0,8.0,0.0,34.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13168.0,13572.0,,19260.0,19260.0,,,,29.0
482200,0.0,1.0,3.0,53.0,5.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7473.0,9500.0,0.0,,,7628.0,5428.0,,74.0
482246,0.0,0.0,0.0,0.0,10.0,0.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,2538.0,4384.0,0.0,,,7048.0,3332.0,750.0,20.0
482413,0.0,2.0,4.0,34.0,27.0,0.0,23.0,7.0,20.0,0.0,0.005,0.005,0.055,0.095,0.04,0.11,0.22,0.11,0.17,0.245,0.075,0.005,0.01,0.005,0.35,0.65,0.24,0.195,0.045,0.21,0.0,0.0,0.0,0.0,0.73,47921.5,14360.0,12559.0,0.3364,14392.0,14392.0,7031.0,5582.0,1479.0,461.0
482468,1.0,2.0,2.0,56.0,6.0,0.0,24.0,12.0,14.0,0.0,0.0,0.0,0.0,0.007092,0.007092,0.212766,0.48227,0.269504,0.028369,0.049645,0.021277,0.0,0.0,0.0,0.574468,0.425532,0.29078,0.120567,0.170213,0.156028,0.0,0.0,0.0,0.021277,0.822695,47921.5,14360.0,12559.0,0.4647,14392.0,14392.0,6747.0,5798.0,2484.0,458.0
482538,0.0,4.0,4.0,26.0,9.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.071429,0.0,0.0,0.0,0.0,0.285714,0.714286,0.928571,0.642857,0.285714,0.357143,0.0,0.0,0.0,0.0,0.642857,47921.5,14360.0,12559.0,0.5652,14392.0,14392.0,,,,11.0
483036,1.0,3.0,3.0,26.0,28.0,1.0,38.0,2.0,0.0,0.001631,0.003263,0.001631,0.009788,0.029364,0.019576,0.094617,0.269168,0.174551,0.112561,0.256117,0.143556,0.001631,0.006525,0.004894,0.618271,0.381729,0.399674,0.145188,0.254486,0.097879,0.094617,0.0,0.034258,0.060359,0.264274,47921.5,10500.0,14669.0,0.6122,6593.0,16385.0,5361.0,4138.0,3437.0,671.0
483799,0.0,0.0,7.0,8.0,8.0,2.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,7555.0,5640.0,,59.0
483814,0.0,1.0,6.0,81.0,7.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8716.0,14750.0,0.0839,,,10067.0,6177.0,,471.0
483869,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,8445.0,4546.0,,81.0
483878,1.0,8.0,14.0,18.0,36.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9114.0,0.0,,,7512.0,6301.0,2364.0,198.0
484048,0.0,0.0,0.0,69.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,6500.0,6195.0,,13.0
484066,1.0,7.0,3.0,28.0,11.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9176.0,0.0,,,8943.0,5081.0,,218.0
484172,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,5901.0,4199.0,,16.0
484358,0.0,6.0,0.0,8.0,2.0,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,10588.0,5495.0,240.0,53.0
484394,1.0,6.0,0.0,2.0,14.0,2.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8389.0,9500.0,0.2713,,,8691.0,4279.0,1307.0,139.0
484473,0.0,4.0,6.0,6.0,23.0,0.0,57.0,,,0.00237,0.004739,0.00237,0.008294,0.024882,0.016588,0.018957,0.058057,0.0391,0.088863,0.219194,0.130332,0.001185,0.001185,0.0,0.599526,0.400474,0.604265,0.248815,0.35545,0.06872,0.0,0.018957,0.14218,0.14455,0.233412,47921.5,14970.0,15170.0,0.475,3358.0,15000.0,5407.0,5661.0,2675.0,2454.0
484826,2.0,2.0,2.0,9.0,30.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4400.0,5315.0,0.0,,,5771.0,4500.0,2000.0,44.0
484871,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0,9000.0,9000.0,,13938.0,,114.0
485263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,17303.0,20000.0,0.0,,,,,,
485360,0.0,0.0,9.0,55.0,18.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,6750.0,6000.0,,22.0
485458,0.0,2.0,1.0,21.0,15.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.74,2147.0,4294.0,,6924.0,485.0,688.0
485582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3666.0,6333.0,0.4923,,,,,,
485874,0.0,1.0,3.0,25.0,44.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4584.0,7917.0,0.6129,,,4656.0,3058.0,,99.0
485953,0.0,0.0,2.0,20.0,8.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,3042.0,1865.0,,59.0
486150,0.0,15.0,1.0,41.0,8.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.2933,,,,3919.0,691.0,96.0
486169,0.0,0.0,2.0,40.0,3.0,0.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6625.0,11005.0,0.0,,,4570.0,3019.0,,65.0
486202,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,,,,30.0
486239,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.392157,0.27451,0.0,0.0,0.0,0.647059,0.352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47921.5,,,0.3409,10200.0,10200.0,,5553.0,5610.0,106.0
486309,0.0,0.0,0.0,0.0,50.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,6847.0,5006.0,2000.0,4.0
486424,0.0,0.0,0.0,98.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.1532,16000.0,16000.0,8161.0,4723.0,,131.0
486576,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,7196.0,7196.0,,3173.0,,126.0
486619,0.0,4.0,2.0,1.0,16.0,0.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.3391,,,8032.0,3498.0,,103.0
486752,0.0,7.0,0.0,28.0,1.0,0.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,12201.0,5763.0,209.0,96.0
486877,0.0,0.0,0.0,25.0,13.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4950.0,9500.0,0.0,,,4708.0,3565.0,,8.0
487010,0.0,1.0,4.0,20.0,3.0,0.0,44.0,2.0,3.0,0.0,0.0016,0.0016,0.04,0.1088,0.0688,0.032,0.136,0.104,0.0112,0.0336,0.0224,0.0,0.0,0.0,0.736,0.264,0.6864,0.1728,0.5136,0.0,0.0,0.0,0.0,1.0,0.0,47921.5,7500.0,18000.0,0.0642,9390.0,21474.0,,,,248.0
487232,2.0,0.0,1.0,14.0,51.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,4768.0,4865.0,,119.0
487481,3.0,0.0,0.0,8.0,30.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,7031.0,5013.0,485.0,1441.0
487506,0.0,6.0,1.0,7.0,6.0,0.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5055.0,6333.0,0.63,,,8216.0,1894.0,,27.0
487816,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.2941,,,3757.0,2777.0,,16.0
487852,0.0,8.0,8.0,31.0,8.0,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,1.0,,,,,,
487968,0.0,0.0,0.0,89.0,7.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,2022.0,2484.0,,55.0
488068,1.0,4.0,1.0,5.0,8.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.777778,0.222222,1.0,0.222222,0.777778,0.0,0.0,0.0,0.0,0.0,0.0,36041.0,,,0.6076,6360.0,6360.0,,6345.0,,18.0
488110,0.0,0.0,0.0,10.0,31.0,0.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5146.0,9500.0,0.3256,,,7722.0,4739.0,,29.0
488314,0.0,0.0,0.0,0.0,0.0,0.0,87.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0,12100.0,12100.0,,7628.0,6822.0,54.0
488572,,,,,,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488800,1.0,6.0,9.0,5.0,32.0,1.0,43.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,5516.0,5516.0,,,,694.0
488828,18.0,0.0,0.0,36.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,9500.0,3173.0,,11.0
489131,0.0,2.0,11.0,16.0,18.0,0.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,7917.0,0.3182,,,6951.0,5662.0,,29.0
489371,2.0,6.0,5.0,12.0,49.0,4.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,14500.0,20000.0,0.0,,,10824.0,4853.0,6999.0,199.0
490018,0.0,11.0,0.0,28.0,22.0,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3666.0,6333.0,0.0,,,5387.0,3174.0,,18.0
490197,6.0,6.0,2.0,4.0,73.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,4994.0,6373.0,,48.0
490267,11.0,0.0,0.0,22.0,0.0,0.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.3478,,,5500.0,6345.0,,3.0
490285,0.0,38.0,6.0,18.0,16.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,14640.0,14640.0,6876.0,6481.0,,618.0
490319,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0,9430.0,9430.0,,6114.0,4569.0,18.0
490391,0.0,0.0,1.0,6.0,93.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,4432.0,4031.0,,68.0
490470,0.0,8.0,0.0,42.0,12.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,6693.0,4469.0,,26.0
490504,0.0,0.0,0.0,0.0,0.0,0.0,98.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36041.0,,,0.0,9780.0,9780.0,,6481.0,7057.0,46.0
491190,0.0,0.0,50.0,50.0,0.0,0.0,0.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9125.0,14739.0,,11328.0,11328.0,,,,2.0
491394,0.0,3.0,2.0,41.0,38.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9225.0,10317.0,0.0149,,,6279.0,3228.0,,90.0
491482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,,,,
